customer_id,churn_probability,churn_prediction,actual_churn,customer_value,risk_tier,priority_score,revenue_at_risk,recoverable_revenue,net_benefit,wealth_tier,recommended_action
134968,0.0004,0,0,0.1012,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
134969,0.0001,0,0,0.6729,Low,0.0001,4.0,1.0,1.0,Premium,Standard retention nurture
134970,0.0002,0,0,0.3179,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
134971,0.0,0,0,0.7271,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
134972,0.0,0,0,0.5759,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
134973,0.0,0,0,0.3614,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134974,0.0,0,0,0.3227,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134975,0.0042,0,0,0.3861,Low,0.0016,65.0,20.0,20.0,Standard,Standard retention nurture
134976,0.0,0,0,0.6259,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
134977,0.0002,0,0,0.4791,Low,0.0001,4.0,1.0,1.0,Standard,Standard retention nurture
134978,1.0,1,1,0.2062,Critical,0.2062,6158.0,1847.0,1347.0,Basic,Relationship manager follow-up
134979,0.0002,0,0,0.2897,Low,0.0001,2.0,1.0,1.0,Standard,Standard retention nurture
134980,0.0003,0,0,0.5428,Low,0.0002,6.0,2.0,2.0,Premium,Standard retention nurture
134981,0.0008,0,0,0.2838,Low,0.0002,5.0,2.0,2.0,Standard,Standard retention nurture
134982,0.9993,1,1,0.2107,Critical,0.2106,3963.0,1189.0,689.0,Basic,Relationship manager follow-up
134983,0.0001,0,0,0.18,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
134984,0.0,0,0,0.3468,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134985,0.9998,1,1,0.1976,Critical,0.1976,5160.0,1548.0,1048.0,Basic,Relationship manager follow-up
134986,0.9991,1,1,0.505,Critical,0.5045,18508.0,5552.0,5052.0,Premium,Relationship manager follow-up
134987,0.0003,0,0,0.7034,Low,0.0002,10.0,3.0,3.0,Premium,Standard retention nurture
134988,0.0,0,0,0.6372,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
134989,0.0,0,0,0.3132,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134990,0.0,0,0,0.8356,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
134991,0.0,0,0,0.4329,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134992,0.0003,0,0,0.3327,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
134993,0.0,0,0,0.5205,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
134994,0.0,0,0,0.4169,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134995,0.9999,1,1,0.1653,Critical,0.1653,4125.0,1238.0,738.0,Basic,Relationship manager follow-up
134996,0.0,0,0,0.1977,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
134997,0.0,0,0,0.268,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134998,0.0,0,0,0.4175,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
134999,0.0001,0,0,0.2207,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135000,0.0041,0,0,0.2448,Low,0.001,35.0,10.0,10.0,Basic,Standard retention nurture
135001,0.9997,1,1,0.3855,Critical,0.3854,10157.0,3047.0,2547.0,Standard,Relationship manager follow-up
135002,0.0088,0,0,0.2184,Low,0.0019,42.0,13.0,13.0,Basic,Standard retention nurture
135003,0.0,0,0,0.5849,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135004,0.0,0,0,0.1986,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135005,0.0,0,0,0.7329,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135006,0.2598,1,0,0.1391,Low,0.0361,1009.0,303.0,-197.0,Basic,Relationship manager follow-up
135007,0.0,0,0,0.2877,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135008,0.0001,0,0,0.2967,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135009,0.6893,1,0,0.4259,High,0.2936,13342.0,4003.0,3503.0,Standard,Relationship manager follow-up
135010,0.0,0,0,0.4548,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135011,0.0,0,0,0.6068,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135012,0.0,0,0,0.273,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135013,0.0,0,0,0.4371,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135014,0.0001,0,0,0.339,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135015,0.0,0,0,0.5754,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135016,0.0,0,0,0.5552,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135017,0.9999,1,1,0.149,Critical,0.149,5341.0,1602.0,1102.0,Basic,Relationship manager follow-up
135018,1.0,1,1,0.0806,Critical,0.0806,3013.0,904.0,404.0,Basic,Relationship manager follow-up
135019,0.0003,0,0,0.6771,Low,0.0002,10.0,3.0,3.0,Premium,Standard retention nurture
135020,0.0,0,0,0.2388,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135021,0.0,0,0,0.2444,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135022,0.0,0,0,0.4647,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135023,0.0,0,0,0.4692,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135024,0.0,0,0,0.349,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135025,0.0004,0,0,0.2218,Low,0.0001,2.0,1.0,1.0,Basic,Standard retention nurture
135026,0.0,0,0,0.4659,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135027,0.0,0,0,0.4254,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135028,0.0,0,0,0.2053,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135029,0.0,0,0,0.4034,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135030,0.0002,0,0,0.1006,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135031,0.0005,0,0,0.2504,Low,0.0001,6.0,2.0,2.0,Standard,Standard retention nurture
135032,0.0683,0,0,0.3731,Low,0.0255,1024.0,307.0,307.0,Standard,Standard retention nurture
135033,0.9977,1,1,0.3551,Critical,0.3543,7156.0,2147.0,1647.0,Standard,Relationship manager follow-up
135034,0.0,0,0,0.765,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135035,0.0002,0,0,0.072,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135036,0.0,0,0,0.2623,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135037,0.0,0,0,0.3169,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135038,0.0005,0,0,0.2251,Low,0.0001,2.0,1.0,1.0,Basic,Standard retention nurture
135039,0.0,0,0,0.4056,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135040,0.0,0,0,0.4994,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135041,0.0,0,0,0.3291,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135042,0.0,0,0,0.3981,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135043,0.6471,1,0,0.2164,High,0.14,3332.0,1000.0,500.0,Basic,Relationship manager follow-up
135044,0.0,0,0,0.4972,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135045,0.0,0,0,0.2514,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135046,0.0008,0,0,0.823,Low,0.0007,29.0,9.0,9.0,Elite,Standard retention nurture
135047,0.0,0,0,0.5233,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135048,0.9988,1,1,0.3226,Critical,0.3222,12383.0,3715.0,3215.0,Standard,Relationship manager follow-up
135049,0.0,0,0,0.497,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135050,0.9979,1,1,0.3597,Critical,0.3589,9176.0,2753.0,2253.0,Standard,Relationship manager follow-up
135051,0.0,0,0,0.3767,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135052,0.0001,0,0,0.3574,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135053,0.0,0,0,0.2703,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135054,0.0007,0,0,0.1969,Low,0.0001,4.0,1.0,1.0,Basic,Standard retention nurture
135055,0.0,0,0,0.3438,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135056,0.0,0,0,0.177,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135057,0.0001,0,0,0.7673,Low,0.0001,4.0,1.0,1.0,Elite,Standard retention nurture
135058,0.0,0,0,0.189,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135059,0.9996,1,1,0.323,Critical,0.3229,8340.0,2502.0,2002.0,Standard,Relationship manager follow-up
135060,0.0,0,0,0.4158,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135061,0.0132,0,0,0.2895,Low,0.0038,67.0,20.0,20.0,Standard,Standard retention nurture
135062,0.0,0,0,0.5185,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135063,0.0001,0,0,0.1549,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135064,0.0001,0,0,0.5829,Low,0.0001,2.0,1.0,1.0,Premium,Standard retention nurture
135065,0.0,0,0,0.4437,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135066,0.0,0,0,0.6733,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135067,0.9884,1,1,0.2475,Critical,0.2446,6221.0,1866.0,1366.0,Basic,Relationship manager follow-up
135068,0.0,0,0,0.2921,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135069,0.0,0,0,0.2449,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135070,0.0,0,0,0.2975,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135071,0.0,0,0,0.3087,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135072,0.0,0,0,0.4681,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135073,0.9976,1,1,0.1993,Critical,0.1988,5869.0,1761.0,1261.0,Basic,Relationship manager follow-up
135074,0.0006,0,0,0.1177,Low,0.0001,2.0,1.0,1.0,Basic,Standard retention nurture
135075,0.0014,0,0,0.5185,Low,0.0007,28.0,8.0,8.0,Premium,Standard retention nurture
135076,0.0,0,0,0.4525,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135077,0.6622,1,1,0.458,High,0.3033,11215.0,3364.0,2864.0,Standard,Relationship manager follow-up
135078,0.0116,0,0,0.1609,Low,0.0019,41.0,12.0,12.0,Basic,Standard retention nurture
135079,0.0,0,0,0.589,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135080,0.0,0,0,0.3394,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135081,0.0,0,0,0.5045,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135082,0.0,0,0,0.3397,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135083,0.9997,1,1,0.2329,Critical,0.2328,4147.0,1244.0,744.0,Basic,Relationship manager follow-up
135084,0.0,0,0,0.1981,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135085,0.0,0,0,0.5104,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135086,0.0,0,0,0.6064,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135087,0.0539,0,0,0.5024,Low,0.0271,906.0,272.0,272.0,Premium,Standard retention nurture
135088,0.0,0,0,0.7656,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135089,0.0001,0,0,0.1678,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135090,0.0001,0,0,0.2891,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135091,0.9584,1,1,0.1762,Critical,0.1689,3997.0,1199.0,699.0,Basic,Relationship manager follow-up
135092,0.0,0,0,0.2671,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135093,0.0,0,0,0.3806,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135094,0.0,0,0,0.3646,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135095,0.0,0,0,0.1766,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135096,0.9998,1,1,0.1916,Critical,0.1916,6110.0,1833.0,1333.0,Basic,Relationship manager follow-up
135097,0.0,0,0,0.2591,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135098,0.0,0,0,0.4589,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135099,0.9925,1,1,0.2236,Critical,0.2219,5541.0,1662.0,1162.0,Basic,Relationship manager follow-up
135100,0.0,0,0,0.858,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135101,0.0002,0,0,0.3716,Low,0.0001,4.0,1.0,1.0,Standard,Standard retention nurture
135102,0.9981,1,1,0.1607,Critical,0.1604,6484.0,1945.0,1445.0,Basic,Relationship manager follow-up
135103,0.0147,0,0,0.2754,Low,0.004,138.0,41.0,41.0,Standard,Standard retention nurture
135104,0.9998,1,1,0.0971,Critical,0.0971,2295.0,688.0,188.0,Basic,Relationship manager follow-up
135105,0.0042,0,0,0.2951,Low,0.0012,61.0,18.0,18.0,Standard,Standard retention nurture
135106,0.0,0,0,0.4227,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135107,0.0,0,0,0.5854,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135108,0.0005,0,0,0.1668,Low,0.0001,3.0,1.0,1.0,Basic,Standard retention nurture
135109,0.0,0,0,0.5109,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135110,0.0,0,0,0.5222,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135111,0.0,0,0,0.225,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135112,0.011,0,0,0.6182,Low,0.0068,265.0,80.0,80.0,Premium,Standard retention nurture
135113,0.0001,0,0,0.4185,Low,0.0,2.0,1.0,1.0,Standard,Standard retention nurture
135114,0.9999,1,1,0.297,Critical,0.297,5003.0,1501.0,1001.0,Standard,Relationship manager follow-up
135115,0.0,0,0,0.63,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135116,0.0,0,0,0.3093,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135117,0.0009,0,0,0.8384,Low,0.0008,33.0,10.0,10.0,Elite,Standard retention nurture
135118,0.0004,0,0,0.6245,Low,0.0002,12.0,4.0,4.0,Premium,Standard retention nurture
135119,0.0,0,0,0.6563,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135120,0.0004,0,0,0.3078,Low,0.0001,6.0,2.0,2.0,Standard,Standard retention nurture
135121,0.9993,1,1,0.3334,Critical,0.3332,12583.0,3775.0,3275.0,Standard,Relationship manager follow-up
135122,0.0,0,0,0.5922,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135123,0.0,0,0,0.2729,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135124,0.0,0,0,0.8131,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135125,0.0,0,0,0.3299,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135126,0.0,0,0,0.3334,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135127,0.9981,1,1,0.3013,Critical,0.3007,9183.0,2755.0,2255.0,Standard,Relationship manager follow-up
135128,0.9997,1,1,0.167,Critical,0.1669,3201.0,960.0,460.0,Basic,Relationship manager follow-up
135129,0.0,0,0,0.3005,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135130,0.0,0,0,0.4537,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135131,0.0,0,0,0.2341,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135132,0.0,0,0,0.3018,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135133,0.9997,1,1,0.0869,Critical,0.0869,1290.0,387.0,-113.0,Basic,Relationship manager follow-up
135134,0.0005,0,0,0.3467,Low,0.0002,6.0,2.0,2.0,Standard,Standard retention nurture
135135,0.9998,1,1,0.4638,Critical,0.4637,11616.0,3485.0,2985.0,Standard,Relationship manager follow-up
135136,0.0002,0,0,0.8015,Low,0.0002,7.0,2.0,2.0,Elite,Standard retention nurture
135137,0.0,0,0,0.5634,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135138,0.0001,0,0,0.1759,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135139,0.0,0,0,0.2292,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135140,0.9988,1,1,0.676,Critical,0.6752,28594.0,8578.0,8078.0,Premium,Relationship manager follow-up
135141,0.0,0,0,0.6278,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135142,0.0941,0,0,0.2934,Low,0.0276,615.0,184.0,184.0,Standard,Standard retention nurture
135143,0.9589,1,1,0.2376,Critical,0.2278,4148.0,1244.0,744.0,Basic,Relationship manager follow-up
135144,0.0,0,0,0.2216,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135145,0.0,0,0,0.2954,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135146,1.0,1,1,0.0918,Critical,0.0918,4218.0,1265.0,765.0,Basic,Relationship manager follow-up
135147,0.0,0,0,0.2934,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135148,0.0,0,0,0.2335,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135149,0.9807,1,1,0.2358,Critical,0.2312,9358.0,2807.0,2307.0,Basic,Relationship manager follow-up
135150,0.0001,0,0,0.3763,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135151,0.0,0,0,0.2065,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135152,0.0019,0,0,0.3346,Low,0.0006,27.0,8.0,8.0,Standard,Standard retention nurture
135153,0.001,0,0,0.5294,Low,0.0005,14.0,4.0,4.0,Premium,Standard retention nurture
135154,0.0,0,0,0.2337,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135155,0.0002,0,0,0.285,Low,0.0001,2.0,1.0,1.0,Standard,Standard retention nurture
135156,0.9994,1,1,0.1213,Critical,0.1212,1668.0,500.0,0.0,Basic,Relationship manager follow-up
135157,0.0,0,0,0.4525,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135158,0.0,0,0,0.6229,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135159,0.0,0,0,0.1969,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135160,0.0,0,0,0.4256,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135161,0.9997,1,1,0.1243,Critical,0.1243,4014.0,1204.0,704.0,Basic,Relationship manager follow-up
135162,0.405,1,0,0.1827,Medium,0.074,3423.0,1027.0,527.0,Basic,Relationship manager follow-up
135163,0.0,0,0,0.1832,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135164,0.9997,1,1,0.405,Critical,0.4049,10907.0,3272.0,2772.0,Standard,Relationship manager follow-up
135165,0.0,0,0,0.1962,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135166,0.746,1,1,0.1447,High,0.1079,2349.0,705.0,205.0,Basic,Relationship manager follow-up
135167,0.0,0,0,0.5242,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135168,0.4795,1,0,0.6284,Medium,0.3013,15163.0,4549.0,4049.0,Premium,Relationship manager follow-up
135169,0.8644,1,0,0.2935,Critical,0.2537,6594.0,1978.0,1478.0,Standard,Relationship manager follow-up
135170,0.0,0,0,0.3446,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135171,0.0358,0,0,0.6684,Low,0.0239,1043.0,313.0,313.0,Premium,Standard retention nurture
135172,0.0,0,0,0.7249,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135173,0.0,0,0,0.5156,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135174,0.0001,0,0,0.3794,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135175,0.0004,0,0,0.3072,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
135176,0.0,0,0,0.36,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135177,0.0004,0,0,0.3784,Low,0.0002,4.0,1.0,1.0,Standard,Standard retention nurture
135178,0.0036,0,0,0.4709,Low,0.0017,67.0,20.0,20.0,Standard,Standard retention nurture
135179,0.0,0,0,0.1746,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135180,0.9999,1,1,0.1523,Critical,0.1523,5490.0,1647.0,1147.0,Basic,Relationship manager follow-up
135181,0.0,0,0,0.2575,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135182,0.0,0,0,0.741,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135183,0.0023,0,0,0.6443,Low,0.0015,76.0,23.0,23.0,Premium,Standard retention nurture
135184,0.0,0,0,0.6076,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135185,0.087,0,0,0.7774,Low,0.0676,2243.0,673.0,673.0,Elite,Standard retention nurture
135186,0.9998,1,1,0.3204,Critical,0.3203,10164.0,3049.0,2549.0,Standard,Relationship manager follow-up
135187,0.0,0,0,0.3494,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135188,1.0,1,1,0.1353,Critical,0.1353,6161.0,1848.0,1348.0,Basic,Relationship manager follow-up
135189,0.0,0,0,0.7166,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135190,1.0,1,1,0.7049,Critical,0.7049,32431.0,9729.0,9229.0,Premium,Relationship manager follow-up
135191,0.0,0,0,0.8063,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135192,0.0,0,0,0.8194,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135193,0.0001,0,0,0.2171,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135194,0.9995,1,1,0.2192,Critical,0.2191,6192.0,1858.0,1358.0,Basic,Relationship manager follow-up
135195,0.0,0,0,0.4117,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135196,0.0,0,0,0.6251,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135197,0.0042,0,0,0.2474,Low,0.001,48.0,14.0,14.0,Basic,Standard retention nurture
135198,0.9816,1,1,0.2114,Critical,0.2075,8990.0,2697.0,2197.0,Basic,Relationship manager follow-up
135199,0.0,0,0,0.2788,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135200,0.9692,1,1,0.1776,Critical,0.1721,3447.0,1034.0,534.0,Basic,Relationship manager follow-up
135201,0.9998,1,1,0.2549,Critical,0.2548,6338.0,1901.0,1401.0,Standard,Relationship manager follow-up
135202,0.0,0,0,0.2827,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135203,0.0001,0,0,0.1556,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135204,0.0002,0,0,0.227,Low,0.0,1.0,0.0,0.0,Basic,Standard retention nurture
135205,0.9998,1,1,0.4449,Critical,0.4448,19093.0,5728.0,5228.0,Standard,Relationship manager follow-up
135206,0.0011,0,0,0.1775,Low,0.0002,8.0,2.0,2.0,Basic,Standard retention nurture
135207,0.0,0,0,0.5567,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135208,0.0,0,0,0.2532,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135209,1.0,1,1,0.1167,Critical,0.1167,3620.0,1086.0,586.0,Basic,Relationship manager follow-up
135210,0.0251,0,0,0.3598,Low,0.009,279.0,84.0,84.0,Standard,Standard retention nurture
135211,0.0,0,0,0.4631,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135212,0.0,0,0,0.4668,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135213,0.0001,0,0,0.4029,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135214,0.0309,0,0,0.6521,Low,0.0201,985.0,296.0,296.0,Premium,Standard retention nurture
135215,0.0,0,0,0.2705,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135216,0.0,0,0,0.3329,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135217,0.0,0,0,0.1747,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135218,0.0,0,0,0.8804,Low,0.0,0.0,0.0,0.0,Elite,Standard retention nurture
135219,0.0,0,0,0.5036,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135220,0.0,0,0,0.4394,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135221,0.0003,0,0,0.2668,Low,0.0001,3.0,1.0,1.0,Standard,Standard retention nurture
135222,0.0,0,0,0.3215,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135223,0.0001,0,0,0.3779,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135224,0.0,0,0,0.1359,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135225,0.0,0,0,0.3342,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135226,0.0,0,0,0.5423,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135227,0.0078,0,0,0.5985,Low,0.0047,229.0,69.0,69.0,Premium,Standard retention nurture
135228,0.0016,0,0,0.2722,Low,0.0004,13.0,4.0,4.0,Standard,Standard retention nurture
135229,0.0,0,0,0.1952,Low,0.0,0.0,0.0,0.0,Basic,Standard retention nurture
135230,0.0002,0,0,0.3673,Low,0.0001,2.0,1.0,1.0,Standard,Standard retention nurture
135231,0.0,0,0,0.2798,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135232,0.9998,1,1,0.2759,Critical,0.2758,10359.0,3108.0,2608.0,Standard,Relationship manager follow-up
135233,0.0,0,0,0.2549,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135234,0.0,0,0,0.284,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135235,0.989,1,1,0.0592,Critical,0.0585,2537.0,761.0,261.0,Basic,Relationship manager follow-up
135236,0.0001,0,0,0.3311,Low,0.0,1.0,0.0,0.0,Standard,Standard retention nurture
135237,0.0001,0,0,0.3024,Low,0.0,2.0,1.0,1.0,Standard,Standard retention nurture
135238,0.0,0,0,0.716,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135239,0.0,0,0,0.3455,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135240,0.0018,0,0,0.7369,Low,0.0013,66.0,20.0,20.0,Premium,Standard retention nurture
135241,0.0,0,0,0.2661,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135242,0.0,0,0,0.3653,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
135243,0.0026,0,0,0.2881,Low,0.0007,32.0,10.0,10.0,Standard,Standard retention nurture
135244,0.0,0,0,0.6038,Low,0.0,0.0,0.0,0.0,Premium,Standard retention nurture
135245,0.003,0,0,0.2157,Low,0.0006,15.0,4.0,4.0,Basic,Standard retention nurture
135246,0.0,0,0,0.4642,Low,0.0,0.0,0.0,0.0,Standard,Standard retention nurture
