customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
135134,0,41,male,single,doctorate,3,salaried,72513.0,middle,$60k - $80k,tier 3,south,affluent,30,dsa,multi-product,4,savings,blue,11969.16,0,5,87,1,8020.0,10868.0,3.44,5,298.5,8,9,10,7,41,3582,69,0.699,0.683,13602.0,0,1,1,1,1,0,1,0,0,1,0,13602.0,2117.0,0.0,1,0,134159.0,3853.0,1,25.8,0,13,13,0.765,16,1,3.7,1,51.4,1,0.5,1,7,0,2,3,9,0,0,3.2,81,1,0,2,1,0,0,19,0,low,positive,6480,0.053,0.088,23285.0,26,0.6376,53.5
135135,1,49,male,single,graduate,1,self-employed,142676.0,high,$120k +,tier 2,north,hni,36,branch,lending,3,current,blue,11618.25,0,0,1,1,8543.0,7078.0,22.49,3,181.58,4,10,9,4,140,2179,40,0.674,0.429,5619.0,2517,1,1,1,0,0,1,0,0,1,1,8136.0,1154.0,0.309,1,3,12870.0,385.0,0,54.0,0,12,8,0.852,100,2,1.7,1,58.2,1,0.213,4,13,2,2,3,2,4,0,3.1,17,6,0,0,2,0,0,60,1,not aware,neutral,11731,0.263,0.334,25755.0,20,0.0324,50.3
135136,0,55,male,single,uneducated,3,salaried,144555.5,high,$120k +,tier 2,central,hni,48,dsa,lending,5,savings,blue,36619.935,1,1,55,1,4966.0,5644.0,-13.35,5,325.5,5,15,9,15,86,3906,68,0.766,0.659,1345.0,1743,1,0,1,1,0,1,0,1,0,0,3088.0,2399.0,0.564,1,0,43314.0,1828.0,0,16.8,0,11,12,0.886,15,2,3.9,1,59.3,1,0.276,1,4,0,7,2,5,1,0,4.4,62,3,0,2,0,0,0,28,0,not aware,positive,16182,0.57,0.614,13623.0,23,0.1291,51.2
135137,0,42,female,divorced,unknown,4,salaried,65120.0,middle,unknown,tier 1,west,affluent,36,online,investment,5,savings,blue,17926.05,0,1,35,1,33164.0,35055.0,-3.5,2,117.58,7,18,11,3,117,1411,28,0.859,0.474,16011.0,1525,1,1,1,1,1,0,0,1,0,0,17536.0,1095.0,0.087,1,2,57690.0,2127.0,0,22.6,1,17,6,0.821,12,0,3.9,1,56.8,1,0.515,0,0,0,2,2,5,4,0,3.3,4,3,0,2,1,0,0,67,0,high,positive,5627,0.068,0.176,98948.0,23,0.392,56.0
135138,0,47,female,unknown,high school,3,salaried,18000.0,low,less than $40k,tier 2,south,affluent,40,branch,savings only,4,savings,blue,3674.33,1,1,1,1,15538.0,21149.0,-9.5,6,287.75,2,18,6,6,85,3453,72,0.65,0.5,2574.0,1681,1,0,1,1,0,0,0,0,1,0,4255.0,2670.0,0.395,0,1,18931.0,497.0,0,76.5,0,18,9,0.938,11,2,5.0,1,66.0,1,0.327,1,5,0,3,4,8,2,0,3.5,67,3,0,1,2,0,0,17,0,low,positive,1204,0.447,0.33,43457.0,27,0.3313,60.4
135139,0,34,female,single,uneducated,3,business owner,44003.0,lower-middle,$40k - $60k,tier 2,south,affluent,20,dsa,investment,1,current,blue,6997.13,1,1,4,1,19273.0,22194.0,2.7,7,720.325,11,17,10,9,83,8644,94,0.708,0.709,7824.0,874,0,0,1,0,0,0,1,1,1,0,8698.0,4931.5,0.1,1,1,0.0,0.0,0,40.6,0,22,6,0.766,14,1,3.9,1,62.9,1,0.645,2,7,0,2,3,9,1,0,4.4,66,2,0,2,1,0,0,63,0,low,neutral,3034,0.18,0.182,57844.0,28,0.0,57.7
135140,1,47,male,single,graduate,4,self-employed,144555.5,high,$120k +,tier 1,north,affluent,35,online,savings only,3,savings,blue,28628.3,1,0,100,0,7666.0,7509.0,1.28,4,149.92,2,10,9,2,134,1799,51,0.456,0.645,7015.0,0,1,0,1,0,1,0,1,0,1,1,7015.0,1399.0,0.0,0,3,40640.0,1893.0,0,90.9,0,14,6,0.913,14,1,3.9,1,60.5,1,0.063,7,31,1,2,3,0,2,0,3.9,41,5,0,2,1,1,0,60,1,medium,neutral,12216,0.0,0.087,23923.0,20,0.1557,57.6
135141,0,55,female,married,graduate,2,student,103126.0,upper-middle,unknown,tier 2,west,affluent,41,branch,investment,1,salary,blue,36619.935,1,0,32,1,2772.0,2993.0,4.51,10,720.325,10,21,17,9,51,8644,121,0.507,0.754,1831.0,1760,1,0,1,0,0,0,1,0,1,0,3591.0,3771.0,0.49,1,0,0.0,0.0,0,1.0,0,18,12,0.825,9,1,3.9,0,49.8,1,0.358,0,0,0,2,1,4,2,0,4.2,53,5,1,3,1,0,0,149,0,not aware,positive,11262,0.456,0.497,7667.0,30,0.0,38.8
135142,0,55,female,single,graduate,0,self-employed,41967.0,lower-middle,$40k - $60k,tier 2,west,affluent,35,branch,savings only,5,savings,blue,6536.64,0,0,25,0,18163.0,16274.0,-12.45,3,145.75,5,18,15,4,32,1749,41,0.675,0.577,1757.0,1978,1,0,1,0,1,0,1,0,0,0,3735.0,1337.0,0.53,0,3,56995.0,1966.0,1,24.4,0,16,11,0.881,18,0,3.9,0,49.4,1,0.384,1,1,0,2,3,0,0,0,3.3,100,3,0,3,1,0,0,3,0,low,positive,2688,0.514,0.562,54893.0,27,0.5622,43.7
135143,1,41,female,married,unknown,5,salaried,57278.0,middle,$40k - $60k,tier 2,south,hni,30,branch,investment,5,savings,blue,4325.27,0,0,116,1,7442.0,5748.0,23.35,5,213.42,2,20,9,6,76,2561,61,0.634,0.649,1588.0,0,1,1,1,1,1,0,1,0,1,1,1588.0,1667.0,0.0,0,2,30188.0,1386.0,3,77.0,0,19,8,0.946,24,1,4.7,1,66.0,1,0.324,1,11,0,3,3,0,3,0,4.4,16,6,0,1,1,1,0,47,0,low,neutral,5774,0.0,0.073,22558.0,27,0.2904,61.6
135144,0,35,female,married,high school,3,salaried,20753.0,low,less than $40k,tier 1,north,affluent,36,online,multi-product,2,salary,blue,6958.84,0,2,1,0,22736.0,16311.0,14.58,6,378.67,5,16,10,10,100,4544,81,0.698,0.929,3601.0,1189,1,0,1,0,0,0,0,0,1,0,4790.0,2394.0,0.248,1,0,0.0,0.0,0,42.9,0,18,8,0.878,2,0,4.0,0,52.9,1,0.657,2,1,0,4,0,0,2,0,3.0,59,2,0,0,0,0,0,16,0,high,positive,1504,0.306,0.279,68291.0,26,0.0,35.6
135145,0,55,female,married,college,2,student,24180.0,low,less than $40k,tier 2,east,affluent,45,online,lending,5,savings,blue,6922.14,1,1,1,1,24107.0,32075.0,0.92,6,344.5,2,13,9,7,83,4134,78,0.757,0.625,908.0,942,1,1,1,0,0,0,0,0,1,0,1850.0,1942.0,0.509,0,1,0.0,0.0,0,16.9,0,25,10,0.935,8,0,3.9,0,57.5,1,0.321,1,7,0,4,4,5,1,0,3.8,7,2,0,4,2,0,0,68,0,low,positive,1876,0.458,0.422,74361.0,35,0.0,55.6
135146,1,48,female,married,college,4,student,27265.0,low,less than $40k,tier 1,south,mass,36,online,lending,2,current,blue,4218.06,0,0,107,0,2811.0,2386.0,20.31,3,121.42,3,10,3,7,118,1457,42,0.406,0.5,5997.0,0,0,0,1,0,0,0,0,0,0,0,5997.0,833.0,0.0,1,3,0.0,0.0,0,65.1,0,9,3,0.87,16,3,5.0,0,47.0,1,0.377,2,5,0,1,2,0,5,0,2.7,-52,3,0,2,3,0,0,297,1,medium,negative,2242,0.052,0.196,8557.0,12,0.0,35.3
135147,0,49,male,single,unknown,2,business owner,34077.0,lower-middle,less than $40k,tier 1,east,affluent,42,dsa,lending,4,savings,blue,12726.79,0,2,18,1,10423.0,12847.0,-6.45,2,156.33,6,16,10,4,82,1876,35,0.998,1.059,4834.0,0,1,0,1,0,0,0,0,0,1,0,4834.0,1174.0,0.0,1,1,0.0,0.0,0,1.0,0,25,13,0.833,10,3,3.9,1,63.1,1,0.312,0,0,0,4,2,3,1,0,4.9,-15,5,0,4,1,0,0,87,0,high,positive,3150,0.0,0.053,31313.0,38,0.0,60.5
135148,0,36,female,married,uneducated,4,salaried,28235.0,low,less than $40k,tier 3,east,mass,36,mobile app,investment,5,savings,blue,6456.45,1,1,8,0,12328.0,9599.0,-3.16,6,363.0,9,15,12,7,90,4356,74,1.076,0.682,2342.0,1886,1,0,1,0,0,0,0,0,0,0,4228.0,2595.0,0.446,1,0,0.0,0.0,0,54.1,0,19,5,0.791,14,0,2.5,1,59.4,1,0.483,2,3,0,2,0,0,3,0,3.1,49,5,0,0,2,0,0,38,0,low,positive,2363,0.412,0.411,38204.0,24,0.0,58.7
135149,1,48,male,married,high school,3,salaried,68827.0,middle,$60k - $80k,tier 2,north,affluent,36,online,premium,1,savings,blue,9542.47,1,1,155,1,5587.0,7380.0,1.56,4,432.42,6,11,5,4,87,5189,57,0.222,0.357,8431.0,0,1,1,1,0,1,0,1,0,0,0,8431.0,3421.0,0.0,0,0,42562.0,864.0,1,62.3,0,14,7,0.769,28,2,3.9,1,52.1,1,0.077,4,2,1,2,5,0,4,0,3.0,32,3,0,4,1,1,0,270,0,high,neutral,5542,0.002,0.108,16604.0,21,0.1506,52.8
135150,0,41,male,married,uneducated,2,retired,46691.0,lower-middle,$40k - $60k,tier 2,west,affluent,30,branch,lending,5,savings,blue,13735.18,0,1,84,1,15100.0,10798.0,-13.87,2,125.5,3,25,15,7,109,1506,33,0.538,0.941,9885.0,1222,0,0,1,0,0,0,0,0,0,0,11107.0,924.0,0.11,1,0,0.0,0.0,0,22.2,0,21,9,0.94,8,1,3.9,1,67.0,1,0.511,3,8,0,2,3,2,0,0,3.9,32,6,0,4,0,0,0,64,1,low,positive,3520,0.128,0.138,48216.0,30,0.0,58.8
135151,0,35,female,married,graduate,2,business owner,32551.0,lower-middle,unknown,tier 3,north,mass,25,mobile app,multi-product,2,current,blue,6582.88,1,0,68,1,16538.0,19600.0,-6.1,6,393.75,6,11,6,3,115,4725,83,0.688,0.694,1325.0,2014,1,0,1,0,0,0,0,1,1,0,3339.0,3146.0,0.603,1,0,0.0,0.0,0,33.1,0,21,12,0.769,31,1,5.0,1,60.3,1,0.324,0,0,0,1,3,3,0,0,1.8,32,2,0,0,0,0,0,42,0,medium,neutral,2177,0.535,0.537,50887.0,33,0.0,57.7
135152,0,26,male,single,college,0,retired,44258.0,lower-middle,$40k - $60k,tier 1,west,mass,36,branch,lending,5,savings,blue,14109.25,0,1,31,1,7445.0,7647.0,7.39,3,195.75,5,19,10,8,73,2349,41,0.599,0.464,1046.0,1611,1,0,1,0,0,0,0,1,0,0,2657.0,1142.0,0.606,1,1,0.0,0.0,0,42.9,0,16,10,0.881,19,1,3.5,1,60.9,1,0.579,0,0,0,2,3,8,0,0,4.5,38,3,0,2,1,0,0,53,0,low,neutral,3078,0.592,0.571,22992.0,26,0.0,56.8
135153,0,33,male,married,college,3,salaried,97054.0,upper-middle,$80k - $120k,tier 1,south,mass,22,online,savings only,6,savings,silver,13613.51,0,0,3,0,21553.0,28747.0,1.37,9,720.325,3,22,6,2,74,8644,114,0.764,0.781,22381.5,917,1,1,1,0,1,0,0,1,1,0,23589.5,4931.5,0.027,0,0,36680.0,1323.0,0,1.2,0,14,7,0.909,30,1,3.9,0,51.2,1,0.755,1,9,0,2,2,0,1,0,5.0,51,7,0,5,1,0,0,168,0,low,negative,8327,0.064,0.09,65911.0,21,0.1636,35.3
135154,0,32,female,single,graduate,1,retired,18000.0,low,less than $40k,tier 2,south,affluent,28,dsa,multi-product,6,savings,blue,2912.88,1,0,45,1,20571.0,18757.0,7.26,7,250.58,10,21,9,7,99,3007,84,0.824,0.867,1401.0,1027,1,0,1,1,0,1,0,1,0,0,2428.0,2232.0,0.423,1,1,47568.0,1262.0,0,26.0,0,13,13,0.787,13,0,4.3,1,53.7,1,0.291,2,1,0,2,3,6,2,0,4.0,54,1,0,1,1,1,0,12,1,medium,positive,1076,0.384,0.465,59114.0,26,0.8413,48.7
135155,0,47,male,single,graduate,1,salaried,53114.0,middle,$40k - $60k,tier 2,central,mass,36,branch,savings only,5,savings,blue,9525.72,1,2,14,0,5664.0,6884.0,11.55,3,117.42,8,18,8,5,110,1409,37,0.83,0.37,4476.0,2033,0,1,1,1,0,0,1,1,1,0,6509.0,777.0,0.312,1,1,70946.0,3517.0,0,19.7,1,12,9,0.795,25,1,3.9,1,57.6,1,0.53,1,2,0,2,0,0,1,0,2.3,46,5,0,3,4,0,0,50,0,not aware,positive,4823,0.273,0.338,17041.0,21,0.7946,50.3
135156,1,40,female,single,high school,1,salaried,18402.0,low,less than $40k,tier 2,east,affluent,36,online,savings only,4,savings,blue,1669.04,0,0,103,1,9985.0,12573.0,12.7,3,191.17,3,11,8,4,97,2294,40,0.543,0.739,894.3,544,1,0,1,0,0,0,1,0,0,0,1438.0,1491.0,0.378,0,0,0.0,0.0,0,18.7,0,15,7,0.885,22,2,2.4,0,51.9,1,0.367,1,12,0,2,2,1,1,0,3.0,26,1,0,0,0,1,0,86,1,high,positive,1269,0.323,0.339,30555.0,22,0.0,40.8
135157,0,62,female,single,post-graduate,0,salaried,53597.0,middle,$40k - $60k,tier 3,west,affluent,53,branch,multi-product,1,savings,blue,26618.55,0,0,58,1,11597.0,15382.0,-4.91,8,644.92,8,12,6,5,72,7739,97,0.64,0.59,4136.0,0,0,0,1,0,0,0,1,1,0,0,4136.0,4343.0,0.0,1,0,0.0,0.0,0,35.1,0,20,8,0.742,21,2,3.9,0,47.3,1,0.444,4,3,0,3,3,6,0,0,2.7,100,3,0,1,1,0,0,7,0,low,positive,4929,0.0,0.08,34516.0,28,0.0,40.7
135158,0,55,male,divorced,uneducated,2,business owner,77887.0,middle,$60k - $80k,tier 1,central,mass,49,mobile app,multi-product,4,current,blue,27843.11,1,0,38,0,20258.0,23779.0,12.52,4,137.25,7,20,12,5,164,1647,53,0.573,0.472,8254.0,1873,1,1,1,0,1,0,0,0,0,1,10127.0,730.0,0.185,1,2,76063.0,2421.0,2,1.0,0,18,10,0.841,17,2,3.9,1,63.1,1,0.652,0,0,0,4,3,0,1,0,3.1,60,6,0,3,0,1,1,33,0,medium,positive,7965,0.152,0.121,60193.0,28,0.373,62.6
135159,0,37,female,single,graduate,1,business owner,42039.0,lower-middle,less than $40k,tier 2,north,affluent,19,dsa,investment,4,savings,silver,4312.82,1,1,4,1,9194.0,8083.0,-9.71,6,273.58,10,17,8,11,91,3283,74,0.683,0.609,10486.0,2049,1,0,1,0,0,0,0,1,0,0,12535.0,1531.0,0.163,0,1,0.0,0.0,0,37.6,0,14,13,0.783,15,2,3.9,1,58.5,1,0.372,0,0,0,2,3,5,0,0,2.6,48,10,3,2,3,1,0,8,0,medium,neutral,4389,0.08,0.237,28998.0,27,0.0,52.8
135160,0,44,male,married,high school,3,salaried,70697.0,middle,$60k - $80k,tier 2,north,affluent,36,online,lending,6,savings,blue,13290.24,1,1,9,1,12780.0,16052.0,-5.83,6,345.75,4,20,2,11,78,4149,79,0.7,0.717,2675.0,0,1,0,1,1,0,0,1,0,0,0,2675.0,2809.0,0.0,1,1,65654.0,1367.0,0,26.4,0,24,15,0.892,32,1,3.9,1,67.8,1,0.575,2,1,0,5,3,5,3,0,3.7,48,3,0,1,1,0,0,52,0,high,positive,6010,0.005,0.096,38368.0,39,0.232,61.1
135161,1,46,female,married,graduate,3,salaried,30029.0,lower-middle,less than $40k,tier 2,east,affluent,36,dsa,savings only,3,salary,blue,4014.88,0,1,61,1,4572.0,4179.0,3.66,4,224.08,4,13,10,3,93,2689,49,0.671,0.324,709.0,1593,1,0,1,1,0,0,0,0,0,0,2302.0,1126.0,0.692,0,1,173087.5,5849.0,2,54.6,0,13,5,0.867,6,0,3.9,0,49.9,1,0.054,1,16,0,1,3,3,6,0,4.4,2,6,0,1,2,0,0,240,0,high,negative,2594,0.654,0.643,13960.0,18,2.3373,36.2
135162,0,65,male,single,graduate,0,salaried,31535.0,lower-middle,less than $40k,tier 2,south,mass,56,online,multi-product,3,salary,blue,8451.7,1,0,58,1,4526.0,3813.0,-11.7,4,164.42,3,11,7,8,118,1973,59,0.929,0.686,3422.0,0,1,0,1,1,1,0,0,1,1,0,3422.0,1069.0,0.0,0,0,77479.0,3516.0,0,27.4,1,11,14,0.897,8,1,3.9,1,54.1,1,0.659,2,14,0,7,2,7,0,0,5.0,73,4,0,0,0,0,0,130,0,not aware,neutral,2795,0.0,0.035,14418.0,25,1.3379,55.4
135163,0,40,female,single,high school,5,business owner,22145.0,low,less than $40k,tier 3,central,affluent,22,referral,multi-product,3,current,blue,3919.03,0,4,111,0,18504.0,19239.0,-11.46,5,377.33,4,13,7,5,40,4528,65,0.686,0.667,882.0,944,1,0,1,0,0,0,0,0,1,1,1826.0,1917.0,0.517,0,2,0.0,0.0,0,23.9,0,26,12,0.862,18,1,3.8,1,64.9,1,0.32,1,6,0,1,2,0,1,0,2.3,50,3,0,0,0,0,0,59,1,not aware,positive,1651,0.486,0.455,56136.0,38,0.0,61.3
135164,1,32,male,single,graduate,2,salaried,144555.5,high,$120k +,tier 2,south,hni,22,online,multi-product,2,current,gold,10910.4,1,1,238,1,2355.0,2051.0,16.48,5,623.83,3,9,4,3,80,7486,64,0.983,0.73,22381.5,1692,1,1,1,1,1,0,0,0,1,0,23589.5,3344.0,0.049,1,1,93390.0,1948.0,2,24.1,0,14,4,0.842,8,6,3.9,1,56.5,1,0.031,2,9,0,0,3,3,5,0,2.7,20,3,0,3,2,0,0,37,0,low,negative,12456,0.039,0.023,6802.0,18,0.1586,50.4
135165,0,42,female,married,graduate,5,self-employed,24040.0,low,less than $40k,tier 3,north,affluent,18,dsa,multi-product,6,savings,blue,2673.99,0,1,118,1,12026.0,9371.0,-12.78,5,321.42,7,16,13,9,54,3857,70,0.78,0.75,620.0,1074,1,0,1,0,0,0,1,1,0,0,1694.0,1779.0,0.634,1,2,0.0,0.0,0,36.3,0,21,7,0.844,38,1,3.9,1,63.5,1,0.453,0,0,0,5,1,7,0,0,4.7,68,5,1,1,0,0,0,46,0,high,neutral,1861,0.6,0.654,33866.0,28,0.0,60.9
135166,1,48,female,married,graduate,5,homemaker,22727.0,low,less than $40k,tier 1,east,affluent,40,branch,multi-product,4,savings,blue,3148.93,0,0,33,1,9289.0,9760.0,4.02,3,128.67,5,21,3,5,93,1544,45,0.38,0.364,343.0,2517,0,0,1,1,0,0,0,1,0,0,2860.0,878.0,0.88,0,2,171099.0,5488.0,2,54.9,0,14,7,0.853,26,1,3.9,0,47.3,1,0.188,4,19,2,1,2,1,3,0,3.8,13,1,0,0,2,1,0,23,0,high,positive,1714,0.835,0.719,29420.0,21,2.8977,36.3
135167,0,41,female,married,high school,3,business owner,75959.0,middle,unknown,tier 3,north,affluent,24,mobile app,lending,3,salary,blue,14981.53,1,2,77,1,36161.0,29874.0,-1.96,6,351.5,8,18,13,10,30,4218,74,0.685,0.805,2008.0,1419,1,1,1,0,0,0,0,0,0,0,3427.0,2076.0,0.414,1,0,0.0,0.0,0,48.6,0,15,7,0.837,45,1,3.1,0,43.7,1,0.409,1,1,0,4,1,6,2,0,4.0,18,1,0,4,0,0,0,56,0,not aware,positive,7057,0.418,0.44,104644.0,22,0.0,41.5
135168,0,39,male,unknown,unknown,2,salaried,116896.0,upper-middle,$120k +,tier 1,north,affluent,34,online,investment,2,current,blue,31621.96,0,0,46,1,5724.0,4707.0,-9.65,7,653.75,1,13,5,4,84,7845,92,0.629,0.533,22381.5,1082,1,0,1,0,1,1,1,0,1,0,23589.5,4931.5,0.031,1,3,26840.0,1133.0,0,62.3,0,21,3,0.957,13,2,3.8,1,69.0,1,0.451,2,3,0,2,2,5,2,0,2.9,10,1,0,4,0,0,0,20,1,medium,positive,8164,0.073,0.059,17117.0,24,0.1163,63.7
135169,0,40,female,married,graduate,3,student,57853.0,middle,unknown,tier 3,south,mass,28,referral,savings only,6,savings,blue,7628.44,1,0,51,0,6219.0,7122.0,-6.09,3,150.33,4,12,12,0,34,1804,41,1.038,0.864,18763.0,1657,1,0,1,0,0,0,1,0,0,0,20420.0,1383.0,0.081,1,2,0.0,0.0,0,34.4,0,9,7,0.857,14,1,2.3,1,53.5,1,0.766,2,1,0,4,2,0,1,0,4.5,75,3,0,1,2,0,0,96,0,low,negative,4747,0.028,0.21,18309.0,16,0.0,51.3
135170,0,46,female,divorced,graduate,4,student,53408.0,middle,$40k - $60k,tier 2,west,affluent,39,online,investment,3,savings,blue,13836.65,1,2,38,0,13939.0,14930.0,-5.01,6,428.17,6,13,9,12,51,5138,77,0.826,0.974,997.0,1480,1,0,1,0,0,1,0,0,0,0,2477.0,2601.0,0.597,1,1,36864.0,976.0,1,48.9,0,21,13,0.85,35,0,3.1,1,61.9,1,0.879,1,9,0,2,1,0,1,0,5.0,97,8,1,1,0,0,0,13,0,low,positive,4888,0.519,0.534,44750.0,34,0.2193,54.8
135171,0,34,male,married,graduate,2,self-employed,133367.0,high,$120k +,tier 1,west,hni,28,mobile app,lending,4,savings,blue,29127.45,0,0,34,1,5507.0,5160.0,1.19,2,158.25,2,17,9,11,119,1899,33,0.807,0.833,11531.0,1853,1,0,1,1,1,0,0,1,1,1,13384.0,1168.0,0.138,1,0,57286.0,1648.0,0,47.8,0,12,19,0.949,17,0,3.9,1,59.1,1,0.33,1,3,0,3,3,2,1,0,5.0,51,9,2,2,1,0,0,3,1,low,positive,10369,0.14,0.235,16366.0,31,0.1483,55.6
135172,0,39,male,single,uneducated,1,self-employed,110323.0,upper-middle,$80k - $120k,tier 1,east,hni,36,mobile app,savings only,1,salary,blue,36619.935,1,1,17,1,18034.0,17950.0,9.78,7,689.25,5,16,4,9,37,8271,94,0.817,0.88,22381.5,846,1,1,1,0,0,0,0,1,0,1,23589.5,4931.5,0.025,0,0,0.0,0.0,0,41.0,0,20,11,0.853,26,2,3.9,1,63.4,1,0.535,0,0,0,6,3,1,3,0,3.2,0,5,0,4,0,0,0,39,0,high,neutral,11222,0.079,0.066,55628.0,31,0.0,57.8
135173,0,44,male,married,unknown,1,business owner,67596.0,middle,$60k - $80k,tier 3,east,affluent,33,online,lending,6,savings,blue,21648.82,1,1,18,1,11184.0,12925.0,-4.8,6,323.17,6,16,5,6,78,3878,82,0.714,0.783,3782.0,1187,1,0,1,0,0,0,0,0,0,0,4969.0,2846.0,0.239,0,2,0.0,0.0,0,21.5,0,18,7,0.818,8,0,3.1,1,60.2,1,0.387,1,4,0,5,3,6,1,0,3.3,-10,5,1,0,2,1,1,1,0,low,positive,5243,0.229,0.388,34387.0,25,0.0,51.9
135174,0,44,female,single,unknown,3,business owner,78045.0,middle,unknown,tier 1,east,affluent,33,mobile app,investment,5,savings,blue,12388.86,1,0,48,1,7381.0,9306.0,-0.95,5,367.67,8,15,7,9,108,4412,67,0.644,0.861,5647.0,2417,1,0,1,0,0,0,0,0,1,0,8064.0,2095.0,0.3,1,0,0.0,0.0,0,71.5,0,18,11,0.795,17,1,3.9,1,61.6,1,0.403,1,1,0,2,1,3,0,0,2.7,0,5,0,0,2,0,0,19,0,low,neutral,7349,0.263,0.269,21836.0,29,0.0,56.7
135175,0,26,female,single,unknown,0,self-employed,68731.0,middle,unknown,tier 3,south,affluent,13,branch,savings only,4,current,blue,7541.41,1,2,2,1,12346.0,11392.0,-2.72,3,189.33,4,16,12,4,53,2272,46,0.662,0.438,3155.0,1240,1,0,1,0,1,0,0,1,1,0,4395.0,1379.0,0.282,1,1,46246.0,1288.0,0,65.2,1,21,4,0.889,35,1,3.9,0,55.3,1,0.283,0,0,0,4,2,6,1,0,1.4,22,5,0,4,2,0,0,75,0,not aware,positive,6088,0.332,0.281,34398.0,25,0.2249,40.7
135176,0,32,male,single,unknown,1,self-employed,47899.0,lower-middle,$40k - $60k,tier 1,central,hni,24,mobile app,lending,6,nre/nro,blue,10888.55,0,1,3,0,14539.0,13491.0,7.98,5,182.0,6,20,5,4,65,2184,63,0.894,1.032,7738.0,2322,1,1,1,0,0,0,1,0,1,1,10060.0,1159.0,0.231,0,1,0.0,0.0,0,34.9,0,16,15,0.829,12,1,3.9,1,54.9,1,0.805,3,1,0,2,3,0,0,0,3.9,63,2,0,4,0,0,0,5,0,low,positive,3750,0.209,0.264,44717.0,31,0.0,54.7
135177,0,36,male,married,high school,2,business owner,81807.0,upper-middle,$80k - $120k,tier 1,central,affluent,26,dsa,savings only,4,savings,blue,10973.75,0,2,15,1,12762.0,13036.0,13.59,3,140.58,9,16,13,3,86,1687,40,0.808,0.739,14291.0,1691,1,1,1,1,0,0,1,1,0,1,15982.0,805.0,0.106,0,2,50453.0,2045.0,1,17.6,0,11,7,0.78,14,2,4.4,1,51.2,1,0.661,0,0,0,0,4,5,1,0,3.4,14,2,0,0,1,1,1,39,0,not aware,negative,5522,0.133,0.0,39272.0,18,0.3,50.9
135178,0,44,male,single,unknown,4,salaried,103524.0,upper-middle,$80k - $120k,tier 3,west,hni,34,branch,multi-product,4,savings,blue,18479.27,1,1,28,1,4567.0,4825.0,-1.07,3,115.33,2,14,12,6,46,1384,36,0.621,2.273,19988.0,1585,1,1,1,0,1,0,1,1,0,1,21573.0,927.0,0.073,1,0,58140.0,1236.0,0,6.9,0,21,9,0.941,33,1,3.9,0,56.8,1,0.516,3,1,0,1,2,4,1,0,5.0,0,6,1,0,0,1,0,118,0,not aware,positive,9686,0.027,0.15,14020.0,30,0.1433,42.5
135179,0,45,female,married,graduate,1,salaried,24775.0,low,less than $40k,tier 1,central,affluent,40,online,lending,5,current,blue,4530.4,0,2,34,1,7186.0,5290.0,9.48,6,372.75,9,11,11,6,115,4473,76,0.907,0.9,838.0,1655,1,1,1,1,1,0,1,0,1,0,2493.0,2618.0,0.664,1,2,42715.0,1281.0,0,59.6,0,22,14,0.757,5,3,3.9,0,49.1,1,0.254,1,1,0,2,2,0,2,0,4.1,100,2,0,3,1,0,0,34,0,medium,positive,1945,0.592,0.672,21859.0,36,0.6205,39.3
